Date,Exercise,Sets,Reps,Weight,Muscle Group
2019-04-26,Sissy squat,4,12,5.617760617760617,Gambe
2019-04-26,Leg extention,4,12,56.23552123552123,Gambe
2019-04-27,Panca,5,5,82.47104247104247,Petto
2019-04-27,Panca inclinata,4,10,35.61776061776062,Petto
2019-04-27,Croci,4,12,10.926640926640927,Petto
2019-04-27,Military press,4,8,21.235521235521237,Spalle
2019-04-27,Alzate laterali,4,12,7.370656370656371,Spalle
2019-04-28,Stacco,5,5,103.70656370656371,Schiena
2019-04-28,Lat machine,4,10,56.85328185328186,Schiena
2019-04-28,Tirate orizzontali ai cavi,4,10,25.92664092664093,Schiena
2019-04-28,Pull down ai cavi,4,12,15.617760617760618,Tricipiti
2019-04-28,Curl con manubri,4,12,10.308880308880308,Bicipiti
2019-04-28,Curl su panca inclinata,4,12,8.308880308880308,Bicipiti
2019-04-29,Squat,5,5,93.08880308880309,Gambe
2019-04-29,Sissy squat,4,12,5.617760617760617,Gambe
2019-04-29,Leg extention,4,12,56.23552123552123,Gambe
2019-04-30,Squat,5,5,93.28185328185329,Gambe
2019-04-30,Sissy squat,4,12,5.656370656370656,Gambe
2019-04-30,Leg extention,4,12,56.31274131274131,Gambe
2019-05-01,Panca,5,5,82.62548262548262,Petto
2019-05-01,Panca inclinata,4,10,35.656370656370655,Petto
2019-05-01,Croci,4,12,10.984555984555985,Petto
2019-05-01,Military press,4,8,21.312741312741313,Spalle
2019-05-01,Alzate laterali,4,12,7.3938223938223935,Spalle
2019-05-02,Stacco,5,5,103.93822393822394,Schiena
2019-05-02,Lat machine,4,10,56.96911196911197,Schiena
2019-05-02,Tirate orizzontali ai cavi,4,10,25.984555984555985,Schiena
2019-05-02,Pull down ai cavi,4,12,15.656370656370656,Tricipiti
2019-05-02,Curl con manubri,4,12,10.328185328185327,Bicipiti
2019-05-02,Curl su panca inclinata,4,12,8.328185328185327,Bicipiti
2019-05-04,Panca,5,5,82.62548262548262,Petto
2019-05-04,Panca inclinata,4,10,35.656370656370655,Petto
2019-05-04,Croci,4,12,10.984555984555985,Petto
2019-05-04,Military press,4,8,21.312741312741313,Spalle
2019-05-04,Alzate laterali,4,12,7.3938223938223935,Spalle
2019-05-05,Stacco,5,5,103.93822393822394,Schiena
2019-05-05,Lat machine,4,10,56.96911196911197,Schiena
2019-05-05,Tirate orizzontali ai cavi,4,10,25.984555984555985,Schiena
2019-05-05,Pull down ai cavi,4,12,15.656370656370656,Tricipiti
2019-05-05,Curl con manubri,4,12,10.328185328185327,Bicipiti
2019-05-05,Curl su panca inclinata,4,12,8.328185328185327,Bicipiti
2019-05-06,Squat,5,5,93.28185328185329,Gambe
2019-05-06,Sissy squat,4,12,5.656370656370656,Gambe
2019-05-06,Leg extention,4,12,56.31274131274131,Gambe
2019-05-07,Squat,5,5,93.47490347490347,Gambe
2019-05-07,Sissy squat,4,12,5.6949806949806945,Gambe
2019-05-07,Leg extention,4,12,56.38996138996139,Gambe
2019-05-08,Panca,5,5,82.77992277992279,Petto
2019-05-08,Panca inclinata,4,10,35.69498069498069,Petto
2019-05-08,Croci,4,12,11.042471042471043,Petto
2019-05-08,Military press,4,8,21.38996138996139,Spalle
2019-05-08,Alzate laterali,4,12,7.416988416988417,Spalle
2019-05-09,Stacco,5,5,104.16988416988417,Schiena
2019-05-09,Lat machine,4,10,57.084942084942085,Schiena
2019-05-09,Tirate orizzontali ai cavi,4,10,26.042471042471043,Schiena
2019-05-09,Pull down ai cavi,4,12,15.694980694980694,Tricipiti
2019-05-09,Curl con manubri,4,12,10.347490347490348,Bicipiti
2019-05-09,Curl su panca inclinata,4,12,8.347490347490348,Bicipiti
2019-05-10,Squat,5,5,93.47490347490347,Gambe
2019-05-10,Sissy squat,4,12,5.6949806949806945,Gambe
2019-05-10,Leg extention,4,12,56.38996138996139,Gambe
2019-05-11,Panca,5,5,82.77992277992279,Petto
2019-05-11,Panca inclinata,4,10,35.69498069498069,Petto
2019-05-11,Croci,4,12,11.042471042471043,Petto
2019-05-11,Military press,4,8,21.38996138996139,Spalle
2019-05-11,Alzate laterali,4,12,7.416988416988417,Spalle
2019-05-12,Stacco,5,5,104.16988416988417,Schiena
2019-05-12,Lat machine,4,10,57.084942084942085,Schiena
2019-05-12,Tirate orizzontali ai cavi,4,10,26.042471042471043,Schiena
2019-05-12,Pull down ai cavi,4,12,15.694980694980694,Tricipiti
2019-05-12,Curl con manubri,4,12,10.347490347490348,Bicipiti
2019-05-12,Curl su panca inclinata,4,12,8.347490347490348,Bicipiti
2019-05-14,Squat,5,5,93.66795366795367,Gambe
2019-05-14,Sissy squat,4,12,5.7335907335907335,Gambe
2019-05-14,Leg extention,4,12,56.46718146718147,Gambe
2019-05-15,Panca,5,5,82.93436293436294,Petto
2019-05-15,Panca inclinata,4,10,35.73359073359073,Petto
2019-05-15,Croci,4,12,11.1003861003861,Petto
2019-05-15,Military press,4,8,21.46718146718147,Spalle
2019-05-15,Alzate laterali,4,12,7.44015444015444,Spalle
2019-05-16,Stacco,5,5,104.4015444015444,Schiena
2019-05-16,Lat machine,4,10,57.2007722007722,Schiena
2019-05-16,Tirate orizzontali ai cavi,4,10,26.1003861003861,Schiena
2019-05-16,Pull down ai cavi,4,12,15.733590733590734,Tricipiti
2019-05-16,Curl con manubri,4,12,10.366795366795367,Bicipiti
2019-05-16,Curl su panca inclinata,4,12,8.366795366795367,Bicipiti
2019-05-17,Squat,5,5,93.66795366795367,Gambe
2019-05-17,Sissy squat,4,12,5.7335907335907335,Gambe
2019-05-17,Leg extention,4,12,56.46718146718147,Gambe
2019-05-19,Stacco,5,5,104.4015444015444,Schiena
2019-05-19,Lat machine,4,10,57.2007722007722,Schiena
2019-05-19,Tirate orizzontali ai cavi,4,10,26.1003861003861,Schiena
2019-05-19,Pull down ai cavi,4,12,15.733590733590734,Tricipiti
2019-05-19,Curl con manubri,4,12,10.366795366795367,Bicipiti
2019-05-19,Curl su panca inclinata,4,12,8.366795366795367,Bicipiti
2019-05-20,Squat,5,5,93.66795366795367,Gambe
2019-05-20,Sissy squat,4,12,5.7335907335907335,Gambe
2019-05-20,Leg extention,4,12,56.46718146718147,Gambe
2019-05-21,Squat,5,5,93.86100386100387,Gambe
2019-05-21,Sissy squat,4,12,5.772200772200772,Gambe
2019-05-21,Leg extention,4,12,56.544401544401545,Gambe
2019-05-22,Panca,5,5,83.08880308880309,Petto
2019-05-22,Panca inclinata,4,10,35.77220077220077,Petto
2019-05-22,Croci,4,12,11.158301158301159,Petto
2019-05-22,Military press,4,8,21.544401544401545,Spalle
2019-05-22,Alzate laterali,4,12,7.463320463320463,Spalle
2019-05-23,Stacco,5,5,104.63320463320463,Schiena
2019-05-23,Lat machine,4,10,57.316602316602314,Schiena
2019-05-23,Tirate orizzontali ai cavi,4,10,26.158301158301157,Schiena
2019-05-23,Pull down ai cavi,4,12,15.772200772200772,Tricipiti
2019-05-23,Curl con manubri,4,12,10.386100386100386,Bicipiti
2019-05-23,Curl su panca inclinata,4,12,8.386100386100386,Bicipiti
2019-05-24,Squat,5,5,93.86100386100387,Gambe
2019-05-24,Sissy squat,4,12,5.772200772200772,Gambe
2019-05-24,Leg extention,4,12,56.544401544401545,Gambe
2019-05-26,Stacco,5,5,104.63320463320463,Schiena
2019-05-26,Lat machine,4,10,57.316602316602314,Schiena
2019-05-26,Tirate orizzontali ai cavi,4,10,26.158301158301157,Schiena
2019-05-26,Pull down ai cavi,4,12,15.772200772200772,Tricipiti
2019-05-26,Curl con manubri,4,12,10.386100386100386,Bicipiti
2019-05-26,Curl su panca inclinata,4,12,8.386100386100386,Bicipiti
2019-05-27,Squat,5,5,93.86100386100387,Gambe
2019-05-27,Sissy squat,4,12,5.772200772200772,Gambe
2019-05-27,Leg extention,4,12,56.544401544401545,Gambe
2019-05-28,Squat,5,5,94.05405405405405,Gambe
2019-05-28,Sissy squat,4,12,5.8108108108108105,Gambe
2019-05-28,Leg extention,4,12,56.62162162162162,Gambe
2019-05-29,Panca,5,5,83.24324324324324,Petto
2019-05-29,Panca inclinata,4,10,35.810810810810814,Petto
2019-05-29,Croci,4,12,11.216216216216216,Petto
2019-05-29,Military press,4,8,21.62162162162162,Spalle
2019-05-29,Alzate laterali,4,12,7.486486486486487,Spalle
2019-05-31,Squat,5,5,94.05405405405405,Gambe
2019-05-31,Sissy squat,4,12,5.8108108108108105,Gambe
2019-05-31,Leg extention,4,12,56.62162162162162,Gambe
2019-06-01,Panca,5,5,83.24324324324324,Petto
2019-06-01,Panca inclinata,4,10,35.810810810810814,Petto
2019-06-01,Croci,4,12,11.216216216216216,Petto
2019-06-01,Military press,4,8,21.62162162162162,Spalle
2019-06-01,Alzate laterali,4,12,7.486486486486487,Spalle
2019-06-02,Stacco,5,5,104.86486486486487,Schiena
2019-06-02,Lat machine,4,10,57.432432432432435,Schiena
2019-06-02,Tirate orizzontali ai cavi,4,10,26.216216216216218,Schiena
2019-06-02,Pull down ai cavi,4,12,15.81081081081081,Tricipiti
2019-06-02,Curl con manubri,4,12,10.405405405405405,Bicipiti
2019-06-02,Curl su panca inclinata,4,12,8.405405405405405,Bicipiti
2019-06-03,Squat,5,5,94.05405405405405,Gambe
2019-06-03,Sissy squat,4,12,5.8108108108108105,Gambe
2019-06-03,Leg extention,4,12,56.62162162162162,Gambe
2019-06-04,Squat,5,5,94.24710424710425,Gambe
2019-06-04,Sissy squat,4,12,5.8494208494208495,Gambe
2019-06-04,Leg extention,4,12,56.6988416988417,Gambe
2019-06-05,Panca,5,5,83.3976833976834,Petto
2019-06-05,Panca inclinata,4,10,35.84942084942085,Petto
2019-06-05,Croci,4,12,11.274131274131275,Petto
2019-06-05,Military press,4,8,21.698841698841697,Spalle
2019-06-05,Alzate laterali,4,12,7.5096525096525095,Spalle
2019-06-06,Stacco,5,5,105.0965250965251,Schiena
2019-06-06,Lat machine,4,10,57.54826254826255,Schiena
2019-06-06,Tirate orizzontali ai cavi,4,10,26.274131274131275,Schiena
2019-06-06,Pull down ai cavi,4,12,15.849420849420849,Tricipiti
2019-06-06,Curl con manubri,4,12,10.424710424710424,Bicipiti
2019-06-06,Curl su panca inclinata,4,12,8.424710424710424,Bicipiti
2019-06-07,Squat,5,5,94.24710424710425,Gambe
2019-06-07,Sissy squat,4,12,5.8494208494208495,Gambe
2019-06-07,Leg extention,4,12,56.6988416988417,Gambe
2019-06-08,Panca,5,5,83.3976833976834,Petto
2019-06-08,Panca inclinata,4,10,35.84942084942085,Petto
2019-06-08,Croci,4,12,11.274131274131275,Petto
2019-06-08,Military press,4,8,21.698841698841697,Spalle
2019-06-08,Alzate laterali,4,12,7.5096525096525095,Spalle
2019-06-09,Stacco,5,5,105.0965250965251,Schiena
2019-06-09,Lat machine,4,10,57.54826254826255,Schiena
2019-06-09,Tirate orizzontali ai cavi,4,10,26.274131274131275,Schiena
2019-06-09,Pull down ai cavi,4,12,15.849420849420849,Tricipiti
2019-06-09,Curl con manubri,4,12,10.424710424710424,Bicipiti
2019-06-09,Curl su panca inclinata,4,12,8.424710424710424,Bicipiti
2019-06-11,Squat,5,5,94.44015444015444,Gambe
2019-06-11,Sissy squat,4,12,5.8880308880308885,Gambe
2019-06-11,Leg extention,4,12,56.77606177606177,Gambe
2019-06-12,Panca,5,5,83.55212355212355,Petto
2019-06-12,Panca inclinata,4,10,35.88803088803089,Petto
2019-06-12,Croci,4,12,11.332046332046332,Petto
2019-06-12,Military press,4,8,21.776061776061777,Spalle
2019-06-12,Alzate laterali,4,12,7.532818532818533,Spalle
2019-06-13,Stacco,5,5,105.32818532818533,Schiena
2019-06-13,Lat machine,4,10,57.664092664092664,Schiena
2019-06-13,Tirate orizzontali ai cavi,4,10,26.332046332046332,Schiena
2019-06-13,Pull down ai cavi,4,12,15.888030888030888,Tricipiti
2019-06-13,Curl con manubri,4,12,10.444015444015443,Bicipiti
2019-06-13,Curl su panca inclinata,4,12,8.444015444015443,Bicipiti
2019-06-14,Squat,5,5,94.44015444015444,Gambe
2019-06-14,Sissy squat,4,12,5.8880308880308885,Gambe
2019-06-14,Leg extention,4,12,56.77606177606177,Gambe
2019-06-16,Stacco,5,5,105.32818532818533,Schiena
2019-06-16,Lat machine,4,10,57.664092664092664,Schiena
2019-06-16,Tirate orizzontali ai cavi,4,10,26.332046332046332,Schiena
2019-06-16,Pull down ai cavi,4,12,15.888030888030888,Tricipiti
2019-06-16,Curl con manubri,4,12,10.444015444015443,Bicipiti
2019-06-16,Curl su panca inclinata,4,12,8.444015444015443,Bicipiti
2019-06-17,Squat,5,5,94.44015444015444,Gambe
2019-06-17,Sissy squat,4,12,5.8880308880308885,Gambe
2019-06-17,Leg extention,4,12,56.77606177606177,Gambe
2019-06-18,Squat,5,5,94.63320463320463,Gambe
2019-06-18,Sissy squat,4,12,5.926640926640927,Gambe
2019-06-18,Leg extention,4,12,56.85328185328186,Gambe
2019-06-20,Stacco,5,5,105.55984555984556,Schiena
2019-06-20,Lat machine,4,10,57.77992277992278,Schiena
2019-06-20,Tirate orizzontali ai cavi,4,10,26.38996138996139,Schiena
2019-06-20,Pull down ai cavi,4,12,15.926640926640927,Tricipiti
2019-06-20,Curl con manubri,4,12,10.463320463320464,Bicipiti
2019-06-20,Curl su panca inclinata,4,12,8.463320463320464,Bicipiti
2019-06-21,Squat,5,5,94.63320463320463,Gambe
2019-06-21,Sissy squat,4,12,5.926640926640927,Gambe
2019-06-21,Leg extention,4,12,56.85328185328186,Gambe
2019-06-22,Panca,5,5,83.70656370656371,Petto
2019-06-22,Panca inclinata,4,10,35.92664092664093,Petto
2019-06-22,Croci,4,12,11.38996138996139,Petto
2019-06-22,Military press,4,8,21.853281853281853,Spalle
2019-06-22,Alzate laterali,4,12,7.555984555984556,Spalle
2019-06-23,Stacco,5,5,105.55984555984556,Schiena
2019-06-23,Lat machine,4,10,57.77992277992278,Schiena
2019-06-23,Tirate orizzontali ai cavi,4,10,26.38996138996139,Schiena
2019-06-23,Pull down ai cavi,4,12,15.926640926640927,Tricipiti
2019-06-23,Curl con manubri,4,12,10.463320463320464,Bicipiti
2019-06-23,Curl su panca inclinata,4,12,8.463320463320464,Bicipiti
2019-06-24,Squat,5,5,94.63320463320463,Gambe
2019-06-24,Sissy squat,4,12,5.926640926640927,Gambe
2019-06-24,Leg extention,4,12,56.85328185328186,Gambe
2019-06-26,Panca,5,5,83.86100386100387,Petto
2019-06-26,Panca inclinata,4,10,35.965250965250966,Petto
2019-06-26,Croci,4,12,11.447876447876448,Petto
2019-06-26,Military press,4,8,21.93050193050193,Spalle
2019-06-26,Alzate laterali,4,12,7.579150579150579,Spalle
2019-06-27,Stacco,5,5,105.79150579150578,Schiena
2019-06-27,Lat machine,4,10,57.89575289575289,Schiena
2019-06-27,Tirate orizzontali ai cavi,4,10,26.447876447876446,Schiena
2019-06-27,Pull down ai cavi,4,12,15.965250965250965,Tricipiti
2019-06-27,Curl con manubri,4,12,10.482625482625483,Bicipiti
2019-06-27,Curl su panca inclinata,4,12,8.482625482625483,Bicipiti
2019-06-28,Squat,5,5,94.82625482625483,Gambe
2019-06-28,Sissy squat,4,12,5.9652509652509655,Gambe
2019-06-28,Leg extention,4,12,56.93050193050193,Gambe
2019-06-29,Panca,5,5,83.86100386100387,Petto
2019-06-29,Panca inclinata,4,10,35.965250965250966,Petto
2019-06-29,Croci,4,12,11.447876447876448,Petto
2019-06-29,Military press,4,8,21.93050193050193,Spalle
2019-06-29,Alzate laterali,4,12,7.579150579150579,Spalle
2019-06-30,Stacco,5,5,105.79150579150578,Schiena
2019-06-30,Lat machine,4,10,57.89575289575289,Schiena
2019-06-30,Tirate orizzontali ai cavi,4,10,26.447876447876446,Schiena
2019-06-30,Pull down ai cavi,4,12,15.965250965250965,Tricipiti
2019-06-30,Curl con manubri,4,12,10.482625482625483,Bicipiti
2019-06-30,Curl su panca inclinata,4,12,8.482625482625483,Bicipiti
2019-07-01,Squat,5,5,94.82625482625483,Gambe
2019-07-01,Sissy squat,4,12,5.9652509652509655,Gambe
2019-07-01,Leg extention,4,12,56.93050193050193,Gambe
2019-07-02,Squat,5,5,95.01930501930502,Gambe
2019-07-02,Sissy squat,4,12,6.003861003861004,Gambe
2019-07-02,Leg extention,4,12,57.00772200772201,Gambe
2019-07-03,Panca,5,5,84.01544401544402,Petto
2019-07-03,Panca inclinata,4,10,36.003861003861005,Petto
2019-07-03,Croci,4,12,11.505791505791507,Petto
2019-07-03,Military press,4,8,22.00772200772201,Spalle
2019-07-03,Alzate laterali,4,12,7.602316602316602,Spalle
2019-07-05,Squat,5,5,95.01930501930502,Gambe
2019-07-05,Sissy squat,4,12,6.003861003861004,Gambe
2019-07-05,Leg extention,4,12,57.00772200772201,Gambe
2019-07-06,Panca,5,5,84.01544401544402,Petto
2019-07-06,Panca inclinata,4,10,36.003861003861005,Petto
2019-07-06,Croci,4,12,11.505791505791507,Petto
2019-07-06,Military press,4,8,22.00772200772201,Spalle
2019-07-06,Alzate laterali,4,12,7.602316602316602,Spalle
2019-07-07,Stacco,5,5,106.02316602316603,Schiena
2019-07-07,Lat machine,4,10,58.011583011583014,Schiena
2019-07-07,Tirate orizzontali ai cavi,4,10,26.505791505791507,Schiena
2019-07-07,Pull down ai cavi,4,12,16.003861003861005,Tricipiti
2019-07-07,Curl con manubri,4,12,10.501930501930502,Bicipiti
2019-07-07,Curl su panca inclinata,4,12,8.501930501930502,Bicipiti
2019-07-08,Squat,5,5,95.01930501930502,Gambe
2019-07-08,Sissy squat,4,12,6.003861003861004,Gambe
2019-07-08,Leg extention,4,12,57.00772200772201,Gambe
2019-07-09,Squat,5,5,95.2123552123552,Gambe
2019-07-09,Sissy squat,4,12,6.042471042471043,Gambe
2019-07-09,Leg extention,4,12,57.084942084942085,Gambe
2019-07-10,Panca,5,5,84.16988416988417,Petto
2019-07-10,Panca inclinata,4,10,36.04247104247104,Petto
2019-07-10,Croci,4,12,11.563706563706564,Petto
2019-07-10,Military press,4,8,22.084942084942085,Spalle
2019-07-10,Alzate laterali,4,12,7.625482625482626,Spalle
2019-07-11,Stacco,5,5,106.25482625482626,Schiena
2019-07-11,Lat machine,4,10,58.12741312741313,Schiena
2019-07-11,Tirate orizzontali ai cavi,4,10,26.563706563706564,Schiena
2019-07-11,Pull down ai cavi,4,12,16.042471042471043,Tricipiti
2019-07-11,Curl con manubri,4,12,10.521235521235521,Bicipiti
2019-07-11,Curl su panca inclinata,4,12,8.521235521235521,Bicipiti
2019-07-13,Panca,5,5,84.16988416988417,Petto
2019-07-13,Panca inclinata,4,10,36.04247104247104,Petto
2019-07-13,Croci,4,12,11.563706563706564,Petto
2019-07-13,Military press,4,8,22.084942084942085,Spalle
2019-07-13,Alzate laterali,4,12,7.625482625482626,Spalle
2019-07-14,Stacco,5,5,106.25482625482626,Schiena
2019-07-14,Lat machine,4,10,58.12741312741313,Schiena
2019-07-14,Tirate orizzontali ai cavi,4,10,26.563706563706564,Schiena
2019-07-14,Pull down ai cavi,4,12,16.042471042471043,Tricipiti
2019-07-14,Curl con manubri,4,12,10.521235521235521,Bicipiti
2019-07-14,Curl su panca inclinata,4,12,8.521235521235521,Bicipiti
2019-07-15,Squat,5,5,95.2123552123552,Gambe
2019-07-15,Sissy squat,4,12,6.042471042471043,Gambe
2019-07-15,Leg extention,4,12,57.084942084942085,Gambe
2019-07-16,Squat,5,5,95.4054054054054,Gambe
2019-07-16,Sissy squat,4,12,6.081081081081081,Gambe
2019-07-16,Leg extention,4,12,57.16216216216216,Gambe
2019-07-17,Panca,5,5,84.32432432432432,Petto
2019-07-17,Panca inclinata,4,10,36.08108108108108,Petto
2019-07-17,Croci,4,12,11.621621621621621,Petto
2019-07-17,Military press,4,8,22.16216216216216,Spalle
2019-07-17,Alzate laterali,4,12,7.648648648648648,Spalle
2019-07-19,Squat,5,5,95.4054054054054,Gambe
2019-07-19,Sissy squat,4,12,6.081081081081081,Gambe
2019-07-19,Leg extention,4,12,57.16216216216216,Gambe
2019-07-20,Panca,5,5,84.32432432432432,Petto
2019-07-20,Panca inclinata,4,10,36.08108108108108,Petto
2019-07-20,Croci,4,12,11.621621621621621,Petto
2019-07-20,Military press,4,8,22.16216216216216,Spalle
2019-07-20,Alzate laterali,4,12,7.648648648648648,Spalle
2019-07-21,Stacco,5,5,106.48648648648648,Schiena
2019-07-21,Lat machine,4,10,58.24324324324324,Schiena
2019-07-21,Tirate orizzontali ai cavi,4,10,26.62162162162162,Schiena
2019-07-21,Pull down ai cavi,4,12,16.08108108108108,Tricipiti
2019-07-21,Curl con manubri,4,12,10.54054054054054,Bicipiti
2019-07-21,Curl su panca inclinata,4,12,8.54054054054054,Bicipiti
2019-07-22,Squat,5,5,95.4054054054054,Gambe
2019-07-22,Sissy squat,4,12,6.081081081081081,Gambe
2019-07-22,Leg extention,4,12,57.16216216216216,Gambe
2019-07-23,Squat,5,5,95.5984555984556,Gambe
2019-07-23,Sissy squat,4,12,6.11969111969112,Gambe
2019-07-23,Leg extention,4,12,57.23938223938224,Gambe
2019-07-25,Stacco,5,5,106.71814671814671,Schiena
2019-07-25,Lat machine,4,10,58.359073359073356,Schiena
2019-07-25,Tirate orizzontali ai cavi,4,10,26.679536679536678,Schiena
2019-07-25,Pull down ai cavi,4,12,16.11969111969112,Tricipiti
2019-07-25,Curl con manubri,4,12,10.55984555984556,Bicipiti
2019-07-25,Curl su panca inclinata,4,12,8.55984555984556,Bicipiti
2019-07-26,Squat,5,5,95.5984555984556,Gambe
2019-07-26,Sissy squat,4,12,6.11969111969112,Gambe
2019-07-26,Leg extention,4,12,57.23938223938224,Gambe
2019-07-27,Panca,5,5,84.47876447876448,Petto
2019-07-27,Panca inclinata,4,10,36.11969111969112,Petto
2019-07-27,Croci,4,12,11.67953667953668,Petto
2019-07-27,Military press,4,8,22.239382239382238,Spalle
2019-07-27,Alzate laterali,4,12,7.671814671814672,Spalle
2019-07-28,Stacco,5,5,106.71814671814671,Schiena
2019-07-28,Lat machine,4,10,58.359073359073356,Schiena
2019-07-28,Tirate orizzontali ai cavi,4,10,26.679536679536678,Schiena
2019-07-28,Pull down ai cavi,4,12,16.11969111969112,Tricipiti
2019-07-28,Curl con manubri,4,12,10.55984555984556,Bicipiti
2019-07-28,Curl su panca inclinata,4,12,8.55984555984556,Bicipiti
2019-07-29,Squat,5,5,95.5984555984556,Gambe
2019-07-29,Sissy squat,4,12,6.11969111969112,Gambe
2019-07-29,Leg extention,4,12,57.23938223938224,Gambe
2019-07-30,Squat,5,5,95.79150579150578,Gambe
2019-07-30,Sissy squat,4,12,6.158301158301159,Gambe
2019-07-30,Leg extention,4,12,57.316602316602314,Gambe
2019-07-31,Panca,5,5,84.63320463320463,Petto
2019-07-31,Panca inclinata,4,10,36.15830115830116,Petto
2019-07-31,Croci,4,12,11.737451737451737,Petto
2019-07-31,Military press,4,8,22.316602316602317,Spalle
2019-07-31,Alzate laterali,4,12,7.6949806949806945,Spalle
2019-08-01,Stacco,5,5,106.94980694980696,Schiena
2019-08-01,Lat machine,4,10,58.47490347490348,Schiena
2019-08-01,Tirate orizzontali ai cavi,4,10,26.73745173745174,Schiena
2019-08-01,Pull down ai cavi,4,12,16.158301158301157,Tricipiti
2019-08-01,Curl con manubri,4,12,10.579150579150578,Bicipiti
2019-08-01,Curl su panca inclinata,4,12,8.579150579150578,Bicipiti
